,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.011606773461193457,0.011606773461193457,0.011606773461193457,0.0,0.011606773461193457,0.0,2,0,0.01,minimize
sanity.close_values_probability.score,0.9918200408997955,0.9918200408997955,0.9918200408997955,0.0,0.9918200408997955,0.0,2,0,0.01,maximize
sanity.distant_values_probability.score,0.002556237218813906,0.002556237218813906,0.002556237218813906,0.0,0.002556237218813906,0.0,2,0,0.01,minimize
stats.jensenshannon_dist.marginal,0.011084301564858517,0.011084301564858517,0.011084301564858517,0.0,0.011084301564858517,0.0,2,0,0.04,minimize
stats.chi_squared_test.marginal,0.7222304227569453,0.7222304227569453,0.7222304227569453,0.0,0.7222304227569453,0.0,2,0,0.01,maximize
stats.inv_kl_divergence.marginal,0.9401423820008298,0.9401423820008298,0.9401423820008298,0.0,0.9401423820008298,0.0,2,0,0.01,maximize
stats.ks_test.marginal,0.9317484662576687,0.9317484662576687,0.9317484662576687,0.0,0.9317484662576687,0.0,2,0,0.01,maximize
stats.max_mean_discrepancy.joint,0.00102278414068185,0.00102278414068185,0.00102278414068185,0.0,0.00102278414068185,0.0,2,0,0.11,minimize
stats.wasserstein_dist.joint,0.09819450883219508,0.09819450883219508,0.09819450883219508,0.0,0.09819450883219508,0.0,2,0,0.2,minimize
stats.prdc.precision,0.9979550102249489,0.9979550102249489,0.9979550102249489,0.0,0.9979550102249489,0.0,2,0,0.12,maximize
stats.prdc.recall,0.9713701431492843,0.9713701431492843,0.9713701431492843,0.0,0.9713701431492843,0.0,2,0,0.12,maximize
stats.prdc.density,1.0214723926380367,1.0214723926380367,1.0214723926380367,0.0,1.0214723926380367,0.0,2,0,0.12,maximize
stats.prdc.coverage,0.8190184049079755,0.8190184049079755,0.8190184049079755,0.0,0.8190184049079755,0.0,2,0,0.12,maximize
stats.alpha_precision.delta_precision_alpha_OC,0.75494558446748,0.75494558446748,0.75494558446748,0.0,0.75494558446748,0.0,2,0,0.08,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.48295841854124066,0.48295841854124066,0.48295841854124066,0.0,0.48295841854124066,0.0,2,0,0.08,maximize
stats.alpha_precision.authenticity_OC,0.549079754601227,0.549079754601227,0.549079754601227,0.0,0.549079754601227,0.0,2,0,0.08,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.8135650988411725,0.8135650988411725,0.8135650988411725,0.0,0.8135650988411725,0.0,2,0,0.08,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.5128834355828221,0.5128834355828221,0.5128834355828221,0.0,0.5128834355828221,0.0,2,0,0.08,maximize
stats.alpha_precision.authenticity_naive,0.5102249488752556,0.5102249488752556,0.5102249488752556,0.0,0.5102249488752556,0.0,2,0,0.08,maximize
performance.linear_model.gt,0.656156364399924,0.656156364399924,0.656156364399924,0.0,0.656156364399924,0.0,2,0,0.07,maximize
performance.linear_model.syn_id,0.6533868643053672,0.6533868643053672,0.6533868643053672,0.0,0.6533868643053672,0.0,2,0,0.07,maximize
performance.linear_model.syn_ood,0.6588986359850062,0.6588986359850062,0.6588986359850062,0.0,0.6588986359850062,0.0,2,0,0.07,maximize
performance.mlp.gt,0.5362268748330036,0.5362268748330036,0.5362268748330036,0.0,0.5362268748330036,0.0,2,0,8.11,maximize
performance.mlp.syn_id,0.543477887842174,0.543477887842174,0.543477887842174,0.0,0.543477887842174,0.0,2,0,8.11,maximize
performance.mlp.syn_ood,0.5425170068027211,0.5425170068027211,0.5425170068027211,0.0,0.5425170068027211,0.0,2,0,8.11,maximize
performance.xgb.gt,0.6487316753619715,0.6487316753619715,0.6487316753619715,0.0,0.6487316753619715,0.0,2,0,1.82,maximize
