,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.021578308226927925,0.021578308226927925,0.021578308226927925,0.0,0.021578308226927925,0.0,2,0,0.0,minimize
sanity.close_values_probability.score,0.9769938650306749,0.9769938650306749,0.9769938650306749,0.0,0.9769938650306749,0.0,2,0,0.0,maximize
sanity.distant_values_probability.score,0.003067484662576687,0.003067484662576687,0.003067484662576687,0.0,0.003067484662576687,0.0,2,0,0.0,minimize
stats.jensenshannon_dist.marginal,0.018035460795863784,0.018035460795863784,0.018035460795863784,0.0,0.018035460795863784,0.0,2,0,0.04,minimize
stats.chi_squared_test.marginal,0.5534374234363137,0.5534374234363137,0.5534374234363137,0.0,0.5534374234363137,0.0,2,0,0.01,maximize
stats.inv_kl_divergence.marginal,0.8584531498536246,0.8584531498536246,0.8584531498536246,0.0,0.8584531498536246,0.0,2,0,0.0,maximize
stats.ks_test.marginal,0.8613241308793457,0.8613241308793457,0.8613241308793457,0.0,0.8613241308793457,0.0,2,0,0.01,maximize
stats.max_mean_discrepancy.joint,0.0030675740807904464,0.0030675740807904464,0.0030675740807904464,0.0,0.0030675740807904464,0.0,2,0,0.02,minimize
stats.wasserstein_dist.joint,0.17789858015391502,0.17789858015391502,0.17789858015391502,0.0,0.17789858015391502,0.0,2,0,0.08,minimize
stats.prdc.precision,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.02,maximize
stats.prdc.recall,0.9754601226993865,0.9754601226993865,0.9754601226993865,0.0,0.9754601226993865,0.0,2,0,0.02,maximize
stats.prdc.density,1.0199386503067485,1.0199386503067485,1.0199386503067485,0.0,1.0199386503067485,0.0,2,0,0.02,maximize
stats.prdc.coverage,0.8266871165644172,0.8266871165644172,0.8266871165644172,0.0,0.8266871165644172,0.0,2,0,0.02,maximize
stats.alpha_precision.delta_precision_alpha_OC,0.8619561384951696,0.8619561384951696,0.8619561384951696,0.0,0.8619561384951696,0.0,2,0,1.11,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.002351738241308743,0.002351738241308743,0.002351738241308743,0.0,0.002351738241308743,0.0,2,0,1.11,maximize
stats.alpha_precision.authenticity_OC,0.9831288343558282,0.9831288343558282,0.9831288343558282,0.0,0.9831288343558282,0.0,2,0,1.11,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.9058564276144137,0.9058564276144137,0.9058564276144137,0.0,0.9058564276144137,0.0,2,0,1.11,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.20470347648261744,0.20470347648261744,0.20470347648261744,0.0,0.20470347648261744,0.0,2,0,1.11,maximize
stats.alpha_precision.authenticity_naive,0.6947852760736196,0.6947852760736196,0.6947852760736196,0.0,0.6947852760736196,0.0,2,0,1.11,maximize
performance.linear_model.gt,0.6560842186585664,0.6560842186585664,0.6560842186585664,0.0,0.6560842186585664,0.0,2,0,0.05,maximize
performance.linear_model.syn_id,0.6358060121627557,0.6358060121627557,0.6358060121627557,0.0,0.6358060121627557,0.0,2,0,0.05,maximize
performance.linear_model.syn_ood,0.6442126527203154,0.6442126527203154,0.6442126527203154,0.0,0.6442126527203154,0.0,2,0,0.05,maximize
performance.mlp.gt,0.44855638975631007,0.44855638975631007,0.44855638975631007,0.0,0.44855638975631007,0.0,2,0,3.33,maximize
performance.mlp.syn_id,0.5470289903217948,0.5470289903217948,0.5470289903217948,0.0,0.5470289903217948,0.0,2,0,3.33,maximize
performance.mlp.syn_ood,0.5470737913486005,0.5470737913486005,0.5470737913486005,0.0,0.5470737913486005,0.0,2,0,3.33,maximize
performance.xgb.gt,0.605234900972745,0.605234900972745,0.605234900972745,0.0,0.605234900972745,0.0,2,0,0.78,maximize
