,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.013224855325881187,0.013224855325881187,0.013224855325881187,0.0,0.013224855325881187,0.0,2,0,0.01,minimize
sanity.close_values_probability.score,0.9846625766871165,0.9846625766871165,0.9846625766871165,0.0,0.9846625766871165,0.0,2,0,0.01,maximize
sanity.distant_values_probability.score,0.002556237218813906,0.002556237218813906,0.002556237218813906,0.0,0.002556237218813906,0.0,2,0,0.01,minimize
stats.jensenshannon_dist.marginal,0.010988056823738135,0.010988056823738135,0.010988056823738135,0.0,0.010988056823738135,0.0,2,0,0.05,minimize
stats.chi_squared_test.marginal,0.721450263481115,0.721450263481115,0.721450263481115,0.0,0.721450263481115,0.0,2,0,0.01,maximize
stats.inv_kl_divergence.marginal,0.9445317154380932,0.9445317154380932,0.9445317154380932,0.0,0.9445317154380932,0.0,2,0,0.01,maximize
stats.ks_test.marginal,0.9296182685753238,0.9296182685753238,0.9296182685753238,0.0,0.9296182685753238,0.0,2,0,0.01,maximize
stats.max_mean_discrepancy.joint,0.0010228323109882768,0.0010228323109882768,0.0010228323109882768,0.0,0.0010228323109882768,0.0,2,0,0.1,minimize
stats.wasserstein_dist.joint,0.0932566223153788,0.0932566223153788,0.0932566223153788,0.0,0.0932566223153788,0.0,2,0,0.16,minimize
stats.prdc.precision,0.9994887525562373,0.9994887525562373,0.9994887525562373,0.0,0.9994887525562373,0.0,2,0,0.11,maximize
stats.prdc.recall,0.9621676891615542,0.9621676891615542,0.9621676891615542,0.0,0.9621676891615542,0.0,2,0,0.11,maximize
stats.prdc.density,1.0070552147239265,1.0070552147239265,1.0070552147239265,0.0,1.0070552147239265,0.0,2,0,0.11,maximize
stats.prdc.coverage,0.7719836400817995,0.7719836400817995,0.7719836400817995,0.0,0.7719836400817995,0.0,2,0,0.11,maximize
stats.alpha_precision.delta_precision_alpha_OC,0.7292468796276708,0.7292468796276708,0.7292468796276708,0.0,0.7292468796276708,0.0,2,0,1.19,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.47607361963190187,0.47607361963190187,0.47607361963190187,0.0,0.47607361963190187,0.0,2,0,1.19,maximize
stats.alpha_precision.authenticity_OC,0.553680981595092,0.553680981595092,0.553680981595092,0.0,0.553680981595092,0.0,2,0,1.19,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.7975460122699387,0.7975460122699387,0.7975460122699387,0.0,0.7975460122699387,0.0,2,0,1.19,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.5269597818677574,0.5269597818677574,0.5269597818677574,0.0,0.5269597818677574,0.0,2,0,1.19,maximize
stats.alpha_precision.authenticity_naive,0.5015337423312883,0.5015337423312883,0.5015337423312883,0.0,0.5015337423312883,0.0,2,0,1.19,maximize
performance.linear_model.gt,0.656156364399924,0.656156364399924,0.656156364399924,0.0,0.656156364399924,0.0,2,0,0.07,maximize
performance.linear_model.syn_id,0.6474946873028739,0.6474946873028739,0.6474946873028739,0.0,0.6474946873028739,0.0,2,0,0.07,maximize
performance.linear_model.syn_ood,0.649579602249063,0.649579602249063,0.649579602249063,0.0,0.649579602249063,0.0,2,0,0.07,maximize
performance.mlp.gt,0.5362268748330036,0.5362268748330036,0.5362268748330036,0.0,0.5362268748330036,0.0,2,0,8.16,maximize
performance.mlp.syn_id,0.47826044324819894,0.47826044324819894,0.47826044324819894,0.0,0.47826044324819894,0.0,2,0,8.16,maximize
performance.mlp.syn_ood,0.477891156462585,0.477891156462585,0.477891156462585,0.0,0.477891156462585,0.0,2,0,8.16,maximize
performance.xgb.gt,0.6487316753619715,0.6487316753619715,0.6487316753619715,0.0,0.6487316753619715,0.0,2,0,1.82,maximize
