,min,max,mean,stddev,median,iqr,rounds,errors,durations,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.012964051608786985,0.02250125139280604,0.017732651500796514,0.004768599892009528,0.017732651500796514,0.004768599892009529,2,0,0.0,minimize
sanity.close_values_probability.score,0.9846625766871165,0.9923312883435583,0.9884969325153374,0.0038343558282208923,0.9884969325153374,0.0038343558282210033,2,0,0.0,maximize
sanity.distant_values_probability.score,0.0015337423312883436,0.003067484662576687,0.0023006134969325155,0.0007668711656441718,0.0023006134969325155,0.0007668711656441719,2,0,0.0,minimize
stats.jensenshannon_dist.marginal,0.006136130576116562,0.01249231383291592,0.009314222204516241,0.003178091628399679,0.009314222204516241,0.0031780916283996787,2,0,0.08,minimize
stats.chi_squared_test.marginal,0.8192381480705015,0.8277136119426277,0.8234758800065647,0.004237731936063083,0.8234758800065647,0.004237731936063027,2,0,0.02,maximize
stats.inv_kl_divergence.marginal,0.9423657577080209,0.9570438427779414,0.9497048002429811,0.007339042534960261,0.9497048002429811,0.007339042534960316,2,0,0.01,maximize
stats.ks_test.marginal,0.8936605316973415,0.9322597137014315,0.9129601226993864,0.01929959100204498,0.9129601226993864,0.019299591002044925,2,0,0.01,maximize
stats.max_mean_discrepancy.joint,0.0030675708434380676,0.0030685787044181434,0.0030680747739281053,5.039304900378901e-07,0.0030680747739281053,5.039304900376733e-07,2,0,0.03,minimize
stats.wasserstein_dist.joint,0.13810364399143565,0.14408820382041132,0.1410959239059235,0.002992279914487833,0.1410959239059235,0.002992279914487861,2,0,0.14,minimize
stats.prdc.precision,0.9493865030674846,0.9739263803680982,0.9616564417177914,0.012269938650306789,0.9616564417177914,0.0122699386503069,2,0,0.03,maximize
stats.prdc.recall,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0.03,maximize
stats.prdc.density,0.8809815950920247,0.9638036809815951,0.9223926380368099,0.041411042944785204,0.9223926380368099,0.04141104294478526,2,0,0.03,maximize
stats.prdc.coverage,0.75920245398773,0.9340490797546013,0.8466257668711656,0.08742331288343563,0.8466257668711656,0.08742331288343563,2,0,0.03,maximize
stats.alpha_precision.delta_precision_alpha_OC,0.6502080248219448,0.949051547845709,0.7996297863338269,0.14942176151188208,0.7996297863338269,0.14942176151188213,2,0,0.11,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.28783231083844585,0.4244376278118608,0.3561349693251533,0.06830265848670747,0.3561349693251533,0.06830265848670747,2,0,0.11,maximize
stats.alpha_precision.authenticity_OC,0.5659509202453987,0.6165644171779141,0.5912576687116564,0.02530674846625769,0.5912576687116564,0.02530674846625769,2,0,0.11,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.9588674987659545,0.9589062830547916,0.958886890910373,1.939214441859516e-05,0.958886890910373,1.9392144418484136e-05,2,0,0.11,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.44161554192229036,0.47147239263803686,0.4565439672801636,0.014928425357873254,0.4565439672801636,0.01492842535787331,2,0,0.11,maximize
stats.alpha_precision.authenticity_naive,0.504601226993865,0.5076687116564417,0.5061349693251533,0.0015337423312883347,0.5061349693251533,0.0015337423312882237,2,0,0.11,maximize
performance.linear_model.gt,0.6560842186585664,0.6560842186585664,0.6560842186585664,0.0,0.6560842186585664,0.0,2,0,0.11,maximize
performance.linear_model.syn_id,0.6529042315537522,0.6581883922501929,0.6555463119019725,0.0026420803482203326,0.6555463119019725,0.0026420803482203326,2,0,0.11,maximize
performance.linear_model.syn_ood,0.6571101140182196,0.6625876502923295,0.6598488821552746,0.0027387681370549255,0.6598488821552746,0.00273876813705487,2,0,0.11,maximize
performance.mlp.gt,0.44855638975631007,0.44855638975631007,0.44855638975631007,0.0,0.44855638975631007,0.0,2,0,6.99,maximize
